ViolationID,BuildingID,RegistrationID,BoroID,Borough,HouseNumber,LowHouseNumber,HighHouseNumber,StreetName,StreetCode,Postcode,Apartment,Story,Block,Lot,Class,InspectionDate,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVDescription,NOVIssuedDate,CurrentStatusID,CurrentStatus,CurrentStatusDate,NovType,ViolationStatus,RentImpairing,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
15556748,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D5,4,6600,73,C,11/21/2022,11/21/2022,12/04/2022,11/22/2022,,,,670,8194757,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT D5, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",11/22/2022,19,VIOLATION CLOSED,08/29/2023,Original,Close,Y,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst
13240676,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D4,4,6600,73,C,08/21/2019,08/25/2019,09/21/2019,09/16/2019,,,,530,6584351,"SECTION 27-2005, 2007 ADM CODE ARRANGE AND MAKE SELF-CLOSING THE DOORS .. IN THE ENTRANCE LOCATED AT APT D4, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",08/26/2019,19,VIOLATION CLOSED,12/04/2019,Original,Close,N,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst East
12964484,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D1,4,6600,73,C,03/16/2019,03/17/2019,04/13/2019,04/08/2019,,,,568,6424461,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT D1, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",03/18/2019,20,DEFECT LETTER ISSUED,08/23/2023,Original,Open,N,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst
13009618,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D1,5,6600,73,C,04/10/2019,04/14/2019,05/11/2019,05/06/2019,,,,568,6451713,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT D1, 5th STORY, APARTMENT AT NORTH",04/15/2019,20,DEFECT LETTER ISSUED,08/23/2023,Original,Open,N,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst
15084904,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,B4,2,6600,73,C,03/29/2022,04/04/2022,04/18/2022,04/11/2022,,,,508,7865157,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT B4, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",04/05/2022,21,NOT COMPLIED WITH,08/29/2023,Original,Open,N,40.609376,-73.980951,11,43,432,3174375,3066000073,Bensonhurst
15094761,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D2,4,6600,73,C,04/04/2022,04/05/2022,05/07/2022,05/02/2022,,,,790,7866307,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT D2, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",04/06/2022,19,VIOLATION CLOSED,10/03/2022,Original,Close,N,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst East
15556747,391660,333843,3,BROOKLYN,1543,1543,1545,WEST 7 STREET,90830,11204,D5,4,6600,73,C,11/21/2022,11/21/2022,12/04/2022,11/22/2022,,,,666,8194757,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT D5, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",11/22/2022,19,VIOLATION CLOSED,08/29/2023,Original,Close,Y,40.609376,-73.980951,11,44,432,3174375,3066000073,Bensonhurst
15186722,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,1,5417,29,C,06/02/2022,06/06/2022,07/08/2022,07/03/2022,,,,530,7932044,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT ENTRANCE AT PUBLIC HALL, 1st STORY",06/07/2022,19,VIOLATION CLOSED,07/20/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13341151,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,09/27/2019,10/16/2019,11/19/2019,11/14/2019,,,,616,6638097,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st RADIATOR FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''SOUTH''",10/17/2019,19,VIOLATION CLOSED,11/15/2019,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15205964,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,06/15/2022,06/16/2022,06/30/2022,06/23/2022,,,,508,7944116,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",06/17/2022,19,VIOLATION CLOSED,09/27/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13947183,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1C,3,5417,29,C,12/15/2020,12/16/2020,12/30/2020,12/23/2020,,,,505,7037227,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH OFFSET 1 AND 2 IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",12/17/2020,19,VIOLATION CLOSED,01/21/2021,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13947185,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1C,3,5417,29,C,12/15/2020,12/16/2020,12/30/2020,12/23/2020,,,,505,7037227,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 1C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",12/17/2020,19,VIOLATION CLOSED,01/21/2021,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15171093,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,05/16/2022,05/19/2022,06/20/2022,06/15/2022,,,,790,7913761,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; IN THE ENTIRE APARTMENT LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT EAST",05/20/2022,19,VIOLATION CLOSED,06/28/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14769188,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,01/06/2022,01/07/2022,02/10/2022,02/05/2022,,,,530,7601307,"SECTION 27-2005, 2007, 204.1 HMC CODE: ARRANGE AND MAKE SELF-CLOSING THE DOORS .. IN THE ENTRANCE LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",01/10/2022,19,VIOLATION CLOSED,03/30/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664540,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1B,1,5417,29,C,10/29/2021,11/04/2021,12/06/2021,12/01/2021,,,,530,7536439,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT APARTMENT IN THE ENTRANCE LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WESTSIDE''",11/05/2021,19,VIOLATION CLOSED,05/15/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664604,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,4,5417,29,C,10/29/2021,11/04/2021,11/18/2021,11/11/2021,,,,505,7536434,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS WINDOW PANE AT UPPER SASH AT PUBLIC HALL, 4th STORY, SECTION ''EASTSIDE''",11/05/2021,19,VIOLATION CLOSED,05/19/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14668920,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,10/29/2021,11/08/2021,12/08/2021,12/03/2021,,,,616,7540232,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",11/09/2021,19,VIOLATION CLOSED,03/17/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14668921,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,10/29/2021,11/08/2021,12/08/2021,12/03/2021,,,,616,7540232,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE BATHROOM LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",11/09/2021,19,VIOLATION CLOSED,03/17/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14622006,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1F,2,5417,29,C,10/15/2021,10/18/2021,11/01/2021,10/25/2021,,,,502,7517942,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SUBFLOOR AND CERAMIC FLOOR TILES IN THE BATHROOM LOCATED AT APT 1F, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",10/19/2021,19,VIOLATION CLOSED,11/13/2021,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14769271,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,01/06/2022,01/07/2022,02/08/2022,02/03/2022,,,,624,7601305,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD-PAINT THAT IS XRF TESTED INCONCLUSIVE FOR LEAD CONTENT AT 0.5MG/CM2 AND IS PRESUMED LEAD PAINT AS SET FORTH IN (28 RCNY ï¿½11-07(b)) AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE-USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(b)(2) WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",01/10/2022,19,VIOLATION CLOSED,07/21/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664489,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,10/29/2021,11/04/2021,11/18/2021,11/11/2021,,,,502,7536435,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT A NORTH AND EAST WALLS IN THE BATHROOM LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",11/05/2021,19,VIOLATION CLOSED,03/30/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13703128,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,06/20/2020,06/22/2020,07/06/2020,06/29/2020,,,,595,6893184,"SECTION 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS FROM WATER CLOSET , IN THE BATHROOM LOCATED AT APT 4B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION AT NORTH",06/23/2020,19,VIOLATION CLOSED,05/19/2022,Original,Close,Y,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664495,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,10/29/2021,11/04/2021,12/05/2021,11/30/2021,,,,530,7535085,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT APARTMENT IN THE ENTRANCE LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",11/04/2021,19,VIOLATION CLOSED,05/19/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15169921,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,3C,3,5417,29,C,05/16/2022,05/19/2022,06/20/2022,06/15/2022,,,,530,7913762,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE , IN THE ENTRANCE LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",05/20/2022,19,VIOLATION CLOSED,09/28/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15169925,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1B,2,5417,29,C,05/16/2022,05/19/2022,06/20/2022,06/15/2022,,,,530,7913763,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE , IN THE ENTRANCE LOCATED AT APT 1B, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT WEST",05/20/2022,19,VIOLATION CLOSED,09/28/2022,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14073861,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,03/14/2021,03/14/2021,04/15/2021,04/10/2021,,,,568,7118761,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",03/15/2021,19,VIOLATION CLOSED,05/26/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14073862,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,03/14/2021,03/14/2021,04/15/2021,04/10/2021,,,,569,7118761,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",03/15/2021,19,VIOLATION CLOSED,05/26/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
12290304,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1D,4,5417,29,C,03/15/2018,03/16/2018,04/01/2018,03/27/2018,,,,502,6042404,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES AT EAST WALL IN THE BATHROOM LOCATED AT APT 1D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",03/19/2018,19,VIOLATION CLOSED,06/07/2018,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664581,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,4,5417,29,C,10/29/2021,11/04/2021,12/06/2021,12/01/2021,,,,530,7536438,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR AT ROOF BULKHEAD AT PUBLIC HALL, 4th STORY, SECTION ''EAST''",11/05/2021,19,VIOLATION CLOSED,06/09/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15169942,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,4,5417,29,C,05/16/2022,05/19/2022,06/20/2022,06/15/2022,,,,530,7913764,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT BULKHEAD AT PUBLIC HALL, 4th STORY, SECTION AT EAST",05/20/2022,19,VIOLATION CLOSED,06/09/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15169945,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,4,5417,29,C,05/16/2022,05/19/2022,06/20/2022,06/15/2022,,,,530,7913764,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT BULKHEAD AT PUBLIC HALL, 4th STORY, SECTION AT WEST",05/20/2022,19,VIOLATION CLOSED,06/09/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
15205965,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,06/15/2022,06/16/2022,06/30/2022,06/23/2022,,,,598,7944116,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT THE WASTE PIPE OF THE SINK IN THE KITCHEN LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",06/17/2022,9,VIOLATION DISMISSED,06/09/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
12868674,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1F,2,5417,29,C,01/22/2019,01/24/2019,02/07/2019,02/02/2019,,,,649,6372485,"SECTION 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASH BASIN DRAIN PIPE LINE IN THE BATHROOM LOCATED AT APT 1F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",01/25/2019,19,VIOLATION CLOSED,03/12/2019,Original,Close,Y,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13082219,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,05/21/2019,06/05/2019,06/19/2019,06/14/2019,,,,501,6502921,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BROKEN GLASS WINDOW PANE AT LOWER SASH IN THE 1st ROOM FROM EAST LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",06/06/2019,19,VIOLATION CLOSED,08/24/2019,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13307884,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,12/26/2019,510,6623183,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF TWO WINDOW STOPPERS AFFECTING EGRESS AT NORTH 2 WINDOW IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''SOUTH''",10/02/2019,19,VIOLATION CLOSED,01/08/2020,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13308013,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,12/26/2019,510,6623182,SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF MULTIPLE CLOTHING LINES AT REAR YARD,10/02/2019,19,VIOLATION CLOSED,01/08/2020,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13308022,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,,510,6623182,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF STRING TIED TO DROP LADDER, BUILDING REAR, WEST STACK, SOUTH FACADE AT FIRE ESCAPE",10/02/2019,9,VIOLATION DISMISSED,12/24/2019,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13308037,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,12/26/2019,502,6623182,SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE 1ST CEMENT TREAD AT EAST YARD,10/02/2019,19,VIOLATION CLOSED,01/08/2020,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13308224,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,,526,6623182,"SECTION 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER LOCK INSTALLED ON METAL GATE AT EAST FIRE PASSAGEWAY",10/02/2019,9,VIOLATION DISMISSED,12/24/2019,Original,Close,Y,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13308231,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,,,5417,29,C,09/27/2019,10/01/2019,10/15/2019,10/10/2019,,,12/26/2019,502,6623182,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE 1ST, 2ND AND 3RD CEMENT TREADS FROM TOP, BUILDING REAR",10/02/2019,19,VIOLATION CLOSED,01/08/2020,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
13703127,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,06/20/2020,06/22/2020,07/24/2020,07/19/2020,,,,530,6893185,"SECTION 27-2005, 2007 ADM CODE ARRANGE AND MAKE SELF-CLOSING THE DOORS , IN THE ENTRANCE LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT NORTH",06/23/2020,19,VIOLATION CLOSED,12/02/2020,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14621997,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1F,2,5417,29,C,10/15/2021,10/15/2021,11/18/2021,11/13/2021,,,,568,7516238,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",10/18/2021,9,VIOLATION DISMISSED,05/26/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664493,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4B,2,5417,29,C,10/29/2021,11/04/2021,12/05/2021,11/30/2021,,,,568,7535084,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",11/04/2021,19,VIOLATION CLOSED,05/26/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664542,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1B,1,5417,29,C,10/29/2021,11/04/2021,11/18/2021,11/11/2021,,,,583,7536436,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WESTSIDE''",11/05/2021,19,VIOLATION CLOSED,05/15/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14664547,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,1B,1,5417,29,C,10/29/2021,11/04/2021,11/18/2021,11/11/2021,,,,506,7536436,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE MISSING ESCUTCHEON PLATE AT RISER TOP IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WESTSIDE''",11/05/2021,19,VIOLATION CLOSED,05/15/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
14769187,142778,334376,3,BROOKLYN,3813,3813,3821,18 AVENUE,6880,11218,4E,1,5417,29,C,01/06/2022,01/07/2022,02/10/2022,02/05/2022,,,,790,7601306,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 4E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",01/10/2022,19,VIOLATION CLOSED,05/15/2023,Original,Close,N,40.633992,-73.970280,14,40,482,3127735,3054170029,Flatbush
